doctor_id,first_name,last_name,gender,yyyy,mm,dd,accepting_patients,specialty_id,ethnicity_id,experience_years,qualifications,phone
11101223,Victor,Campbell,M,1949,8,24,1,10164,110001,16,MBBS,(429) 386-4604
11101224,Kent,Hogan,M,1953,4,6,1,10137,110025,16,MBBS,(239) 976-2823
11101225,Marvin,Mckinney,M,1978,11,22,1,10115,110037,29,MD,(245) 764-6766
11101226,Claudia,Buser,F,1987,3,6,1,10173,110037,38,MD,(935) 585-5793
11101227,Devin,Hunter,M,1964,9,20,1,10122,110064,11,MBBS,(542) 812-9390
11101228,Berry,Jaynes,M,1956,5,5,1,10118,110050,8,MBBS,(904) 659-7354
11101229,Dana,Quinn,M,1963,4,12,1,10159,110019,35,MD,(990) 558-7523
11101230,Dorothy,Wilson,F,1954,9,13,1,10151,110055,20,MBBS,(783) 364-5368
11101231,Jolyn,Case,F,1967,9,24,1,10149,110037,22,MD,(775) 878-0125
11101232,Anthony,Griffin,M,1941,3,23,1,10165,110051,5,MBBS,(634) 288-5186
11101233,William,Cook,M,1955,4,7,1,10134,110041,12,MBBS,(476) 240-4238
11101234,Melissa,Russell,F,1940,12,14,1,10101,110043,7,MBBS,(865) 819-6939
11101235,Byron,Greene,M,1980,11,2,0,10119,110033,38,MD,(313) 328-9670
11101236,Sommer,Milam,F,1961,10,17,1,10150,110055,7,MBBS,(616) 442-3155
11101237,Judie,Ashton,F,1967,4,12,1,10155,110043,18,MBBS,(380) 243-5006
11101238,Carson,Farnsworth,M,1959,11,23,1,10134,110022,19,MBBS,(858) 485-1350
11101239,Tina,Smith,F,1973,6,17,1,10166,110032,4,MBBS,(748) 885-2750
11101240,Norma,Patton,F,1940,4,13,1,10152,110019,26,MD,(506) 275-2937
11101241,Loreen,Artis,F,1981,2,28,1,10159,110063,35,MD,(721) 314-8670
11101242,Melissa,Ross,F,1988,10,1,1,10156,110021,1,MBBS,(472) 908-8178
11101243,Kelly,Myers,F,1983,9,24,1,10164,110004,43,MD,(636) 947-7723
11101244,Donnell,Warfield,M,1958,4,6,1,10158,110060,17,MBBS,(769) 952-0265
11101245,Todd,Morales,M,1965,2,15,1,10135,110033,12,MBBS,(575) 260-1588
11101246,Filiberto,Laws,M,1976,5,6,1,10157,110055,29,MD,(802) 530-5154
11101247,Virginia,Stewart,F,1958,1,5,1,10110,110012,8,MBBS,(864) 876-9107
11101248,Miranda,Ramos,F,1973,1,6,1,10156,110014,28,MD,(606) 937-0516
11101249,Versie,Withrow,F,1978,5,28,1,10172,110012,17,MBBS,(747) 505-9344
11101250,Neville,Harding,F,1979,5,28,1,10149,110055,11,MBBS,(844) 385-2083
11101251,Earl,Pittman,M,1969,7,17,1,10145,110039,50,MD,(623) 753-7756
11101252,Lucienne,Duff,F,1944,5,7,1,10126,110024,17,MBBS,(583) 938-3301
11101253,Phillip,Love,M,1986,11,16,1,10145,110018,8,MBBS,(689) 711-4253
11101254,Ronald,Shaw,M,1982,4,17,1,10150,110051,14,MBBS,(918) 437-8198
11101255,Gerry,Gaines,M,1945,11,3,1,10109,110014,4,MBBS,(425) 271-8777
11101256,Theron,Dockery,M,1959,2,9,1,10118,110018,42,MD,(772) 218-5147
11101257,Kathy,Evans,F,1987,10,12,0,10140,110002,35,MD,(208) 821-4665
11101258,Jaimie,Michael,F,1987,1,14,0,10176,110049,34,MD,(539) 638-0892
11101259,Trenton,Mcmaster,M,1967,5,3,1,10163,110018,5,MBBS,(392) 402-0874
11101260,Theodore,Anderson,M,1960,6,18,1,10120,110012,5,MBBS,(576) 320-4854
11101261,Chris,Alexander,M,1965,6,12,1,10165,110019,10,MBBS,(244) 613-5292
11101262,Geneva,Oliver,F,1971,11,16,1,10103,110006,7,MBBS,(364) 869-9435
11101263,Amos,Jefferson,M,1950,8,21,1,10171,110059,49,MD,(862) 811-3479
11101264,Edie,Shirley,F,1958,6,1,1,10130,110035,31,MD,(428) 369-9924
11101265,Joseph,Gray,M,1946,8,24,1,10111,110051,24,MD,(919) 548-0902
11101266,Harriet,Phillips,F,1989,4,14,1,10107,110020,23,MD,(679) 755-1382
11101267,Dayna,Collado,F,1989,11,26,1,10180,110044,21,MD,(389) 746-6012
11101268,Kellye,Scanlon,F,1940,5,22,1,10137,110061,30,MD,(599) 917-9688
11101269,Myra,Ball,F,1964,8,19,1,10111,110016,35,MD,(586) 705-4295
11101270,Roseann,Gaither,F,1960,8,21,1,10136,110013,40,MD,(699) 918-7424
11101271,Brent,West,M,1971,8,6,1,10162,110010,42,MD,(690) 377-6910
11101272,Larry,Anderson,M,1946,9,23,1,10144,110040,25,MD,(249) 316-9207
11101273,Linwood,Hairston,M,1982,7,19,1,10119,110046,22,MD,(602) 588-9280
11101274,Henry,Dennis,M,1989,10,20,1,10110,110048,36,MS,(794) 636-0065
11101275,Homer,Erickson,M,1968,5,7,1,10108,110006,11,MBBS,(775) 956-2996
11101276,Helene,Maynard,F,1979,10,2,1,10155,110036,37,MD,(753) 506-2842
11101277,Travis,Wilhelm,F,1942,8,6,1,10128,110035,14,MBBS,(399) 986-4132
11101278,Leonora,Crouch,F,1989,8,15,1,10172,110008,16,MBBS,(746) 525-2915
11101279,Columbus,Antonio,M,1950,2,3,1,10117,110016,10,MBBS,(700) 845-0126
11101280,Ian,Hunter,M,1948,10,27,1,10150,110034,37,MD,(552) 564-0864
11101281,Rose,Brooks,F,1946,10,23,1,10109,110009,34,MS,(386) 895-9648
11101282,Cathrine,Belt,F,1983,4,21,1,10171,110003,9,MBBS,(310) 646-2810
11101283,Lindsay,Goodman,F,1940,4,21,1,10165,110054,18,MBBS,(528) 403-7980
11101284,Larita,Fewell,F,1984,6,23,1,10157,110036,28,MD,(572) 895-2874
11101285,Gerardo,West,M,1956,1,28,1,10182,110006,35,MD,(471) 915-1533
11101286,Tammy,Fox,F,1964,3,14,1,10178,110039,14,MBBS,(254) 750-7225
11101287,Debra,Ramirez,F,1950,12,8,1,10123,110052,35,MD,(562) 365-6404
11101288,Irvin,Peters,M,1967,6,18,1,10107,110065,19,MBBS,(383) 340-3969
11101289,Donna,Davis,F,1987,9,7,1,10137,110028,49,MD,(983) 738-8236
11101290,Jaime,Morris,F,1980,7,2,1,10115,110023,24,MD,(236) 862-0575
11101291,Anna,Cook,F,1952,1,7,1,10142,110039,40,MD,(256) 276-6985
11101292,Michael,Price,M,1949,12,8,1,10162,110032,5,MBBS,(837) 200-5175
11101293,Kerry,Colon,M,1945,9,21,1,10126,110055,29,MD,(457) 305-9982
11101294,Kathryn,Barnes,F,1979,10,19,1,10135,110055,29,MS,(604) 912-9387
11101295,Marion,Malone,F,1966,6,22,1,10163,110050,38,MD,(659) 725-9964
11101296,Cody,Daniels,M,1940,3,17,1,10115,110027,9,MBBS,(992) 523-4649
11101297,Annmarie,Swank,F,1979,4,8,1,10162,110050,18,MBBS,(353) 368-5460
11101298,Jerry,Martin,M,1985,11,23,1,10176,110018,9,MBBS,(726) 340-1731
11101299,Vern,Mercado,M,1987,5,15,1,10176,110051,41,MD,(612) 548-3653
11101300,Judy,Morris,F,1976,6,19,1,10112,110019,5,MBBS,(862) 507-7124
11101301,Maggie,Hamilton,F,1982,7,9,1,10168,110031,6,MBBS,(520) 784-3433
11101302,Nicholas,Bennett,M,1960,9,19,1,10134,110035,27,MD,(305) 888-6607
11101303,Janet,Taylor,F,1954,7,12,1,10118,110056,49,MD,(341) 322-3252
11101304,Sara,Carter,F,1976,4,28,1,10176,110016,34,MD,(753) 918-1267
11101305,Necole,Lawton,F,1987,5,18,1,10173,110012,26,MD,(364) 297-8962
11101306,Gerald,Stewart,M,1972,12,1,1,10116,110023,44,MD,(574) 853-5212
11101307,Christy,Joseph,F,1985,9,20,1,10117,110055,3,MBBS,(345) 403-9566
11101308,Napoleon,Grogan,M,1970,8,4,1,10172,110061,8,MBBS,(613) 836-4968
11101309,Cristina,Carney,F,1980,12,5,1,10107,110061,44,MD,(642) 945-1354
11101310,Marlene,Patton,F,1953,5,25,1,10162,110023,6,MBBS,(791) 921-3150
11101311,Theo,Burk,M,1940,8,26,1,10156,110033,15,MBBS,(557) 602-5994
11101312,Madeline,Potter,F,1975,5,5,1,10175,110010,37,MD,(240) 884-6019
11101313,Yee,Roper,F,1946,8,28,1,10111,110058,34,MD,(447) 322-3858
11101314,Kathryn,Collins,F,1984,6,22,1,10112,110029,14,MBBS,(212) 779-0664
11101315,Hunter,Hwang,M,1948,6,8,1,10137,110038,4,MBBS,(584) 413-3775
11101316,Lester,Murphy,M,1957,8,27,1,10126,110005,26,MD,(653) 990-8775
11101317,Gloria,Johnson,F,1988,12,28,1,10156,110016,27,MD,(397) 461-5265
11101318,Joetta,Zhang,F,1953,4,5,1,10178,110066,29,MD,(321) 228-7960
11101319,Salvador,Armstrong,M,1984,3,2,1,10116,110039,5,MBBS,(340) 691-1709
11101320,Bonnie,Newman,F,1970,4,3,1,10138,110038,20,MBBS,(853) 680-5989
11101321,Paris,Baez,M,1968,5,21,1,10124,110042,18,MBBS,(603) 551-7323
11101322,Neil,Cook,M,1960,12,4,1,10124,110051,16,MBBS,(897) 253-8907
11101323,Gustavo,Mack,M,1951,8,8,1,10145,110025,43,MD,(445) 335-9967
11101324,James,Maxwell,M,1953,3,19,1,10103,110034,6,MBBS,(710) 688-2941
11101325,Ester,Mccallister,F,1950,9,22,1,10117,110062,42,MD,(790) 537-2492
11101326,Ann,Brown,F,1986,11,7,0,10165,110013,30,MD,(339) 990-5967
11101327,Rosa,Goodman,F,1942,5,8,1,10134,110009,44,MD,(573) 909-9895
11101328,Nicholas,Baker,M,1959,5,22,1,10125,110022,9,MBBS,(776) 323-8941
11101329,Terence,Kelley,M,1982,4,10,1,10107,110056,7,MBBS,(753) 544-3297
11101330,Toi,Brownlee,F,1959,2,18,1,10171,110047,7,MBBS,(584) 454-2849
11101331,Saundra,Lowery,F,1940,8,16,0,10169,110017,11,MBBS,(799) 964-5872
11101332,Robby,Worley,M,1972,6,26,1,10110,110066,5,MBBS,(900) 548-3424
11101333,Loralee,Ginter,F,1955,6,4,1,10117,110013,36,MD,(325) 480-6755
11101334,Denise,Washington,F,1965,6,26,1,10115,110029,16,MBBS,(798) 738-4560
11101335,Britteny,Weiner,F,1980,1,14,1,10138,110043,12,MBBS,(642) 828-2599
11101336,Loriann,Lessard,F,1946,3,11,0,10135,110061,1,MBBS,(503) 291-2941
11101337,Alleen,Mcqueen,F,1969,5,13,1,10131,110063,5,MBBS,(883) 671-4175
11101338,Marty,Castro,M,1972,5,25,1,10102,110032,30,MD,(218) 807-5730
11101339,Blanca,Edwards,F,1965,1,17,1,10172,110045,18,MBBS,(664) 996-9116
11101340,Angele,Churchill,F,1970,2,9,1,10153,110031,5,MBBS,(234) 985-7134
11101341,Rogelio,Hopkins,M,1987,10,1,1,10112,110046,2,MBBS,(371) 609-0160
11101342,Shirley,Dean,F,1971,1,6,1,10144,110002,46,MD,(770) 924-2333
11101343,Judith,Martinez,F,1948,6,3,1,10135,110017,8,MBBS,(618) 522-7779
11101344,Carolyn,Torres,F,1956,6,23,1,10139,110014,41,MD,(377) 246-9812
11101345,Korey,Ulrich,M,1943,12,18,1,10171,110052,12,MBBS,(423) 202-1400
11101346,Ardell,Perales,F,1980,8,18,1,10133,110013,18,MBBS,(910) 726-4621
11101347,Hang,Faust,F,1946,3,1,1,10164,110035,14,MBBS,(209) 562-7373
11101348,Rosia,Pullen,F,1963,3,24,1,10161,110019,28,MD,(667) 290-9621
11101349,James,Thompson,M,1968,7,23,0,10135,110037,9,MBBS,(833) 933-4979
11101350,Marie,Clark,F,1960,12,6,1,10182,110036,12,MBBS,(531) 574-5988
11101351,Windy,Fajardo,F,1964,6,18,1,10142,110025,13,MBBS,(855) 563-9946
11101352,Gaston,Williford,M,1978,8,7,1,10120,110022,39,MD,(467) 681-9008
11101353,Ralph,Klein,M,1949,5,22,1,10123,110045,22,MD,(878) 741-8672
11101354,Julian,Montgomery,M,1969,6,19,1,10151,110043,8,MBBS,(219) 804-3278
11101355,Ivory,Huerta,M,1980,9,26,1,10106,110048,21,MD,(857) 786-4107
11101356,Caleb,Norris,M,1954,10,26,1,10140,110009,1,MBBS,(348) 364-7284
11101357,India,Osteen,F,1958,8,3,1,10120,110025,43,MD,(305) 632-6988
11101358,Alice,Ward,F,1966,10,11,1,10165,110009,20,MBBS,(821) 443-0166
11101359,Aaron,Watson,M,1973,12,4,1,10168,110007,17,MBBS,(704) 839-2669
11101360,Shauna,Moya,F,1940,4,22,1,10124,110044,45,MD,(898) 461-4548
11101361,Jared,Hart,M,1986,3,18,0,10134,110021,43,MD,(983) 817-5198
11101362,Lois,Phillips,F,1948,9,20,1,10147,110066,26,MD,(299) 993-4205
11101363,Leola,Dehart,F,1954,7,16,1,10136,110002,8,MBBS,(317) 646-4487
11101364,Rolando,Velazquez,M,1984,12,2,1,10174,110013,42,MD,(492) 940-5748
11101365,Forrest,Thompson,M,1957,10,14,1,10179,110034,15,MBBS,(496) 879-9397
11101366,Brenda,Stephens,F,1981,11,27,0,10125,110046,16,MBBS,(521) 530-7071
11101367,Anthony,Walker,M,1975,7,16,1,10121,110023,38,MS,(693) 542-9776
11101368,Eleni,Clifton,F,1951,4,25,1,10141,110048,22,MD,(488) 789-2335
11101369,Andrea,Barrett,F,1967,8,7,1,10128,110022,12,MBBS,(508) 370-6295
11101370,Howard,Elliott,M,1987,9,22,0,10152,110030,44,MD,(509) 364-8978
11101371,Eugene,Collins,M,1940,3,15,1,10168,110026,26,MD,(768) 727-7642
11101372,Barney,Sprouse,M,1979,6,10,1,10142,110060,42,MD,(285) 282-1256
11101373,Russell,Torres,M,1985,5,16,1,10142,110056,16,MBBS,(761) 936-6375
11101374,Jamison,Mark,M,1982,3,6,1,10166,110037,47,MD,(258) 491-7455
11101375,Wilson,Mullen,M,1944,5,3,1,10121,110024,26,MD,(215) 990-1565
11101376,Lillian,Williams,F,1985,2,14,1,10167,110041,24,MD,(798) 733-4653
11101377,Pablo,Strickland,M,1955,4,2,1,10182,110058,6,MBBS,(807) 745-2262
11101378,Eve,Moreland,F,1980,6,26,1,10126,110053,15,MBBS,(509) 524-6913
11101379,Odell,Copley,M,1986,5,12,1,10181,110040,33,MD,(638) 497-1078
11101380,Laurence,Cater,F,1950,1,22,1,10103,110044,24,MD,(530) 603-8685
11101381,Shirley,Smith,F,1987,11,19,1,10175,110013,28,MD,(791) 658-5966
11101382,Shon,Cullen,M,1968,9,18,1,10169,110022,40,MD,(815) 228-3225
11101383,Eric,Sherman,M,1941,5,2,1,10105,110049,3,MBBS,(728) 439-8850
11101384,Rosario,Little,F,1949,9,4,1,10110,110020,39,MS,(699) 306-5305
11101385,Santiago,Scott,M,1979,1,17,1,10146,110043,16,MBBS,(500) 287-6890
11101386,Elisha,Ali,M,1957,6,3,1,10140,110027,8,MBBS,(978) 727-9789
11101387,Hilton,Chilton,M,1953,10,9,1,10142,110005,9,MBBS,(950) 839-5427
11101388,Jerrod,Barba,M,1981,6,7,1,10166,110044,2,MBBS,(426) 507-3802
11101389,Ward,Negron,M,1968,3,2,1,10180,110043,13,MBBS,(290) 534-0652
11101390,Merrilee,Frenzel,F,1958,1,28,1,10113,110013,29,MD,(249) 637-4262
11101391,Lucia,Smith,F,1965,10,11,1,10104,110034,6,MBBS,(601) 613-2214
11101392,Pamela,Anderson,F,1947,8,2,1,10183,110066,5,MBBS,(218) 716-5263
11101393,George,Bailey,M,1981,10,2,1,10180,110051,32,MS,(940) 952-4761
11101394,Irene,Peterson,F,1958,10,6,1,10160,110042,43,MD,(773) 537-3061
11101395,Ezra,Sousa,M,1987,11,21,1,10151,110057,5,MBBS,(760) 817-2702
11101396,Frances,Johnson,F,1955,12,15,1,10124,110057,17,MBBS,(746) 386-6531
11101397,Sophie,Massey,F,1943,6,28,1,10141,110021,15,MBBS,(767) 671-7976
11101398,Juan,James,M,1954,3,14,1,10116,110025,22,MD,(335) 873-3562
11101399,Teresa,Wheeler,F,1965,6,19,1,10130,110036,19,MBBS,(417) 431-0408
11101400,Caroline,Valdez,F,1964,3,3,1,10174,110035,41,MD,(313) 728-1295
11101401,Kristin,Lawson,F,1951,10,11,1,10101,110030,28,MD,(516) 259-3816
11101402,Becki,Shahid,F,1967,10,6,1,10154,110039,27,MD,(965) 206-8109
11101403,Boris,Dickerson,M,1988,5,14,1,10178,110033,31,MD,(445) 991-2333
11101404,Maxima,Mcdonnell,F,1949,2,18,1,10162,110020,5,MBBS,(285) 413-0149
11101405,Hoa,Baines,F,1948,10,23,1,10102,110029,47,MD,(731) 964-7129
11101406,Irene,Green,F,1941,1,26,1,10142,110004,10,MBBS,(990) 722-2446
11101407,Mark,Bennett,M,1953,1,20,1,10118,110034,7,MBBS,(741) 523-8826
11101408,Denise,Adams,F,1941,2,9,1,10129,110046,19,MBBS,(937) 355-8463
11101409,Pasquale,Cheung,M,1941,8,26,1,10119,110014,39,MD,(828) 216-0601
11101410,Errol,Ryder,M,1983,9,7,1,10117,110042,43,MD,(335) 489-9846
11101411,Beth,Wilkerson,F,1987,7,26,1,10169,110013,22,MD,(811) 917-1401
11101412,Elaina,Moll,F,1962,1,3,1,10119,110056,34,MD,(217) 534-8207
11101413,Maryann,Fuller,F,1976,1,13,1,10154,110018,10,MBBS,(617) 560-3619
11101414,Julie,Martin,F,1944,9,11,1,10122,110008,41,MD,(489) 864-5871
11101415,Tiffany,Reyes,F,1976,5,12,1,10164,110044,28,MD,(743) 918-7877
11101416,Doris,Sanchez,F,1948,6,14,1,10153,110017,16,MBBS,(692) 280-2357
11101417,Donald,Ross,M,1981,7,11,1,10138,110019,6,MBBS,(659) 759-0481
11101418,Rosalba,Hubert,F,1962,6,10,1,10155,110022,27,MD,(252) 832-6939
11101419,Hye,Bittner,F,1940,6,2,1,10107,110052,9,MBBS,(933) 927-6019
11101420,David,Oneil,M,1988,11,5,0,10139,110049,22,MD,(834) 665-6785
11101421,Eve,Mallory,F,1979,9,14,1,10155,110037,3,MBBS,(441) 303-0388
11101422,Orval,Hamrick,M,1943,12,23,1,10145,110066,47,MD,(997) 742-4096
11101423,Karl,Pittman,M,1947,2,9,1,10149,110050,31,MD,(543) 699-6936
11101424,Dorinda,Wilder,F,1976,8,25,1,10169,110019,12,MBBS,(492) 348-5235
11101425,Virginia,Simmons,F,1942,12,23,1,10145,110065,8,MBBS,(559) 259-3281
11101426,Angela,Morton,F,1947,1,26,1,10125,110041,15,MBBS,(933) 603-0251
11101427,Julius,Willis,M,1971,6,17,1,10179,110004,45,MD,(872) 689-1528
11101428,Kristy,Hernandez,F,1977,9,5,1,10136,110021,42,MD,(504) 851-3338
11101429,Dexter,Frank,M,1953,6,2,1,10104,110017,28,MD,(220) 861-3466
11101430,Dane,Brito,M,1943,3,9,1,10107,110063,37,MD,(950) 308-7868
11101431,Laurence,Rasmussen,F,1977,8,4,1,10131,110063,8,MBBS,(718) 292-1147
11101432,Frederick,Logan,M,1977,10,27,1,10121,110058,12,MBBS,(811) 912-8446
11101433,Renato,Bagwell,M,1986,1,13,1,10122,110064,1,MBBS,(343) 541-0381
11101434,Stephanie,Richardson,F,1988,2,19,1,10133,110006,31,MD,(246) 505-9389
11101435,Miguel,Poole,M,1949,10,6,1,10124,110052,11,MBBS,(825) 640-1461
11101436,Chung,Crutcher,M,1980,10,15,1,10149,110044,9,MBBS,(724) 679-5977
11101437,Betty,Young,F,1971,11,5,1,10110,110016,8,MBBS,(988) 388-6810
11101438,Carole,Gilbert,F,1946,9,20,1,10151,110007,22,MD,(353) 926-3193
11101439,Akilah,Gillen,F,1956,3,10,1,10161,110022,22,MD,(341) 641-2821
11101440,Louis,Harris,M,1981,7,24,1,10114,110006,16,MBBS,(854) 632-0781
11101441,Meta,Minton,F,1953,6,3,1,10136,110039,27,MD,(799) 287-5229
11101442,Loren,Gross,M,1950,5,11,1,10176,110035,20,MBBS,(718) 403-3698
11101443,Harriet,Silva,F,1952,6,8,1,10148,110012,20,MBBS,(773) 887-8670
11101444,Marilyn,Baker,F,1969,8,4,1,10106,110033,23,MD,(482) 455-7064
11101445,Jody,Massey,M,1975,8,4,1,10114,110016,39,MD,(450) 599-9290
11101446,Matt,Davis,M,1943,4,21,0,10174,110059,16,MBBS,(518) 662-8982
11101447,Lisa,Flores,F,1959,10,19,1,10113,110023,9,MBBS,(393) 713-0229
11101448,Fannie,Warner,F,1989,1,15,1,10177,110056,10,MBBS,(973) 507-0088
11101449,Edward,Jenkins,M,1964,11,6,1,10148,110029,44,MD,(341) 453-6122
11101450,Jacqueline,Gonzales,F,1941,3,26,1,10147,110046,13,MBBS,(756) 530-0316
11101451,Maryjo,Pitre,F,1980,2,4,1,10126,110028,6,MBBS,(233) 690-5807
11101452,Winford,Stevenson,M,1956,10,22,1,10122,110027,26,MD,(476) 689-1434
11101453,Carolyn,Long,F,1981,1,14,1,10182,110017,15,MBBS,(770) 485-9019
11101454,Ricardo,Cook,M,1947,3,18,1,10143,110001,33,MS,(671) 748-2189
11101455,Maye,Featherstone,F,1975,1,11,1,10127,110017,39,MD,(278) 702-6693
11101456,Maria,Powell,F,1967,11,9,1,10169,110021,20,MBBS,(833) 810-0968
11101457,Pat,Morrison,F,1987,10,25,1,10165,110018,12,MBBS,(423) 979-8456
11101458,Katherine,Perry,F,1947,10,27,1,10171,110010,30,MD,(720) 330-1343
11101459,Laura,Edwards,F,1970,3,4,1,10179,110028,27,MD,(540) 342-4269
11101460,Min,Jacques,F,1949,10,21,1,10181,110057,16,MBBS,(956) 422-1807
11101461,Tracy,Bradley,M,1951,9,28,1,10167,110021,21,MD,(986) 584-5350
11101462,Harry,Gonzales,M,1979,12,13,1,10119,110066,6,MBBS,(893) 944-9110
11101463,Ebony,Shelton,F,1988,11,5,0,10182,110018,8,MBBS,(916) 472-4201
11101464,Russell,Martinez,M,1960,4,24,1,10144,110060,36,MD,(455) 423-7197
11101465,Willie,Walker,M,1975,4,14,1,10173,110046,20,MBBS,(888) 841-4966
11101466,Woodrow,Greene,M,1956,3,18,1,10147,110015,9,MBBS,(836) 516-4868
11101467,Kelly,Coleman,F,1951,6,3,1,10183,110059,12,MBBS,(821) 367-0877
11101468,Williams,Shaffer,M,1979,3,18,1,10158,110008,5,MBBS,(483) 729-1024
11101469,Lavern,Longo,M,1951,10,6,1,10165,110023,16,MBBS,(462) 887-9678
11101470,Jennifer,Jackson,F,1943,11,9,1,10131,110046,15,MBBS,(991) 866-6641
11101471,Candy,Crandall,F,1962,5,20,1,10124,110034,21,MD,(734) 505-4581
11101472,Sean,Hardy,M,1963,7,25,1,10157,110056,26,MD,(220) 972-4649
11101473,Sophia,Tyler,F,1978,5,9,1,10146,110024,34,MD,(237) 720-0934
11101474,Floyd,Flowers,M,1958,11,24,1,10111,110014,41,MD,(979) 874-2527
11101475,Georgeanna,Daum,F,1961,8,26,1,10132,110034,34,MD,(718) 951-1836
11101476,Mazen,Ganim,M,1957,1,2,0,10151,110024,50,MD,(621) 362-3522
11101477,Joshua,Edwards,M,1986,3,24,1,10128,110008,3,MBBS,(968) 663-3278
11101478,Lawrence,Morgan,M,1985,1,13,1,10155,110019,12,MBBS,(437) 438-2480
11101479,Branden,Schindler,M,1987,1,8,1,10111,110052,6,MBBS,(244) 446-3030
11101480,Samual,Forbes,M,1972,1,10,0,10167,110025,45,MS,(735) 417-7527
11101481,Tawanna,Bergman,F,1965,5,26,0,10144,110062,1,MBBS,(379) 736-8852
11101482,Desiree,Holt,F,1944,12,12,1,10134,110003,18,MBBS,(688) 684-6757
11101483,Johnny,Griffin,M,1945,9,22,1,10106,110059,6,MBBS,(809) 853-7066
11101484,Anya,Bateman,F,1975,12,24,1,10122,110022,41,MD,(229) 678-0883
11101485,Barbara,Long,F,1981,1,15,1,10158,110034,47,MD,(618) 428-5427
11101486,Phyllis,Edwards,F,1964,9,15,1,10173,110058,22,MD,(236) 326-3559
11101487,Gina,Durham,F,1959,2,13,1,10166,110016,29,MD,(675) 360-5843
11101488,Martha,Campbell,F,1963,6,19,1,10108,110059,11,MBBS,(864) 419-8756
11101489,Nathalie,Roberge,F,1961,2,19,1,10125,110019,19,MBBS,(581) 538-6334
11101490,Brendan,Rodgers,M,1975,9,22,1,10122,110026,24,MD,(824) 805-2164
11101491,Van,Harper,M,1950,5,1,1,10156,110061,1,MBBS,(575) 789-4614
11101492,Giuseppe,Diggs,M,1978,8,6,1,10152,110031,35,MD,(542) 765-2695
11101493,Ignacio,Long,M,1940,3,1,1,10117,110057,30,MD,(912) 400-9928
11101494,Vanessa,Moreno,F,1942,6,15,1,10110,110047,42,MS,(961) 988-5039
11101495,Lamar,Baldwin,M,1985,12,10,1,10150,110020,44,MD,(991) 446-9276
11101496,Zulema,Cromer,F,1968,11,16,1,10119,110039,2,MBBS,(272) 847-5758
11101497,Lynwood,Brannon,M,1959,5,27,1,10165,110011,35,MD,(441) 555-0323
11101498,Gloria,Mccormick,F,1986,9,18,1,10170,110038,19,MBBS,(312) 758-2554
11101499,Mechelle,Wellman,F,1964,9,11,1,10162,110006,11,MBBS,(384) 220-2138
11101500,Kristopher,Williamson,M,1957,4,28,1,10177,110021,26,MD,(558) 211-0884
11101501,Cherrie,Joyner,F,1978,6,19,1,10149,110054,4,MBBS,(983) 292-1576
11101502,Irma,Walsh,F,1970,6,26,1,10128,110010,12,MBBS,(738) 916-4551
11101503,Linda,Thornton,F,1946,8,27,1,10120,110049,49,MD,(568) 506-9681
11101504,Joe,Robinson,M,1988,4,22,1,10157,110001,35,MD,(466) 526-7879
11101505,Helen,Carter,F,1985,7,10,1,10165,110016,33,MD,(333) 210-9035
11101506,Jacob,Ingram,M,1948,3,20,1,10170,110052,22,MD,(971) 499-5154
11101507,James,Williams,M,1963,5,4,1,10161,110045,8,MBBS,(738) 899-1871
11101508,Mercedes,Romero,F,1940,9,18,1,10153,110039,12,MBBS,(370) 640-6796
11101509,Adrianna,Conaway,F,1968,3,25,1,10164,110020,12,MBBS,(850) 513-2346
11101510,Tamesha,Dabney,F,1957,11,17,1,10141,110038,13,MBBS,(640) 772-6962
11101511,Hailey,Branch,F,1950,12,15,1,10119,110026,28,MD,(519) 758-5841
11101512,Tuan,Ramsay,M,1971,2,13,1,10182,110051,27,MD,(230) 469-1399
11101513,Eduardo,Reed,M,1950,1,25,1,10106,110011,30,MD,(482) 516-8343
11101514,Pete,Santiago,M,1982,2,16,1,10118,110009,14,MBBS,(211) 646-8304
11101515,Angel,Lewis,F,1989,5,18,1,10136,110060,3,MBBS,(843) 854-3919
11101516,Cory,Lynch,M,1973,5,18,1,10169,110008,18,MBBS,(342) 394-4744
11101517,Kristy,Sims,F,1954,7,17,1,10125,110022,34,MS,(694) 445-6399
11101518,Sean,Price,M,1974,7,28,1,10123,110030,23,MD,(664) 480-8068
11101519,Divina,Fortier,F,1968,9,27,1,10173,110043,25,MD,(618) 871-5755
11101520,Cecil,Oliver,M,1940,3,26,1,10130,110038,4,MBBS,(829) 280-0222
11101521,Jason,Davis,M,1987,6,18,1,10123,110049,5,MBBS,(455) 539-3018
11101522,Michelle,Walker,F,1961,9,22,1,10115,110023,3,MBBS,(837) 256-8176
11101523,Jill,Watkins,F,1970,2,23,1,10167,110053,42,MS,(415) 504-4377
11101524,Luz,Holt,F,1956,6,8,1,10114,110042,39,MD,(517) 740-6588
11101525,Taylor,Butler,M,1962,2,25,1,10101,110049,21,MD,(240) 448-3368
11101526,Rodney,Jackson,M,1958,2,8,1,10161,110028,47,MD,(846) 759-7521
11101527,Mindi,Hooker,F,1963,8,9,1,10145,110064,15,MBBS,(428) 951-3260
11101528,Monty,Frost,M,1975,1,17,1,10148,110012,33,MD,(916) 804-2986
11101529,Desiree,Mason,F,1965,12,2,1,10108,110019,4,MBBS,(318) 814-1325
